Year,Month,Median,2.5 Percentile,97.5 Percentile,NOAA.GLERL.GLM.HMD
1979,8,92.7,84.8,100.59,97.36647359
1979,9,26.28,19.07,33.65,22.19747871
1979,10,88.22,79.98,96.69,89.56107325
1979,11,79.32,71.67,87.18,72.1090971
1979,12,51.66,44.68,59.07,50.67110733
1980,1,50.42,43.43,57.54,54.88098807
1980,2,28.48,21.75,35.31,28.60022147
1980,3,40.37,33.27,47.09,32.00170358
1980,4,81.33,74.09,88.77,77.32645656
1980,5,51.77,44.17,59.21,43.23054514
1980,6,95.87,88.28,103.76,89.56074957
1980,7,78.31,70.45,85.87,71.01216354
1980,8,86.55,78.85,94.77,83.37972743
1980,9,103.63,95.99,111.25,88.44640545
1980,10,55.39,47.33,63.41,55.61253833
1980,11,34.92,27.48,42.28,30.84226576
1980,12,64.23,57.03,71.58,62.15638842
1981,1,25.39,18.99,32.09,22.49643952
1981,2,65.52,58.22,72.68,55.25189097
1981,3,25.77,19.11,32.7,19.92316865
1981,4,92.41,84.88,99.8,86.76560477
1981,5,55.2,47.73,62.84,52.83264055
1981,6,87.17,79.49,94.85,77.52856899
1981,7,42.57,35.22,50.06,41.52478705
1981,8,86.29,78.33,94.3,88.98599659
1981,9,103.69,95.99,111.02,91.71151618
1981,10,81.29,73.83,89.66,83.04575809
1981,11,45.08,37.64,52.6,40.65896082
1981,12,41.09,33.78,48.41,38.67899489
1982,1,76.79,69.45,83.8,69.98327087
1982,2,22.54,16.36,29.19,18.49492334
1982,3,68.21,61.03,75.55,58.08592845
1982,4,50.47,42.91,57.68,48.40579216
1982,5,60.89,53.26,68.54,54.16936968
1982,6,71.44,64.27,78.83,61.58715503
1982,7,77.57,69.87,85.37,69.20553663
1982,8,68.11,60.69,76.2,70.26494037
1982,9,88.62,80.82,96.66,80.52764906
1982,10,59.52,51.75,67.39,59.25749574
1982,11,101.8,94.33,109.47,93.4092845
1982,12,94.53,86.99,101.8,89.94894378
1983,1,40.68,33.67,47.55,39.61294719
1983,2,36.53,29.78,43.53,33.6939523
