Year,Month,Median,2.5 Percentile,97.5 Percentile,NOAA.GLERL.GLM.HMD
1998,2,14.34,7.43,21.3,20.25910568
1998,3,34.01,26.07,41.58,38.99763449
1998,4,64.87,56.13,73.4,72.82067722
1998,5,44.03,35.2,52.87,27.76238266
1998,6,43,35.22,50.99,30.78355177
1998,7,15.69,9.81,22.47,19.17094977
1998,8,14.55,8.69,20.91,13.22920809
1998,9,12.71,7.17,19.07,12.95873715
1998,10,33.42,25.76,41.09,32.93290173
1998,11,34.54,27.15,42.34,38.00326626
1998,12,28.86,21.32,36.63,41.34359971
1999,1,16.89,9.8,23.97,28.45498231
1999,2,17.75,11.07,25.3,29.07371576
1999,3,23.54,15.85,31.17,37.98173467
1999,4,96.65,88.02,105.78,118.1510002
1999,5,80.43,71.64,89.44,90.68944955
1999,6,51.86,43.65,60,57.16196638
1999,7,52.67,45.2,60.24,68.02940258
1999,8,30.13,22.96,37.62,36.34924823
1999,9,24.12,17.26,31.41,32.20899391
1999,10,34.4,26.7,41.9,45.38175259
1999,11,26.87,19.56,34.46,37.28817734
1999,12,21.52,14.19,28.87,29.72730387
2000,1,15.11,8.36,22.57,27.75683664
